index,name,class,split,combination,jaccard
57,riped_tomato_80.jpeg,ripe,train,RGB,0.3086925317684806
58,riped_tomato_82.jpeg,ripe,train,R,0.51140502204332
58,riped_tomato_82.jpeg,ripe,train,G,0.21076784784974215
58,riped_tomato_82.jpeg,ripe,train,B,0.11847483358635992
58,riped_tomato_82.jpeg,ripe,train,RG,0.36847717901322335
58,riped_tomato_82.jpeg,ripe,train,RB,0.3780913587430899
58,riped_tomato_82.jpeg,ripe,train,GB,0.08800177669202154
58,riped_tomato_82.jpeg,ripe,train,RGB,0.2899131996408261
59,riped_tomato_83.jpeg,ripe,validation,R,0.5715131189583744
59,riped_tomato_83.jpeg,ripe,validation,G,0.16950293829578844
59,riped_tomato_83.jpeg,ripe,validation,B,0.2419420262722706
59,riped_tomato_83.jpeg,ripe,validation,RG,0.545429104477612
59,riped_tomato_83.jpeg,ripe,validation,RB,0.5715131189583744
59,riped_tomato_83.jpeg,ripe,validation,GB,0.10539549502357255
59,riped_tomato_83.jpeg,ripe,validation,RGB,0.5389115898959881
60,riped_tomato_9.jpeg,ripe,train,R,0.4137906530544567
60,riped_tomato_9.jpeg,ripe,train,G,0.7212938005390835
60,riped_tomato_9.jpeg,ripe,train,B,0.7412993605701176
60,riped_tomato_9.jpeg,ripe,train,RG,0.7155581372833769
60,riped_tomato_9.jpeg,ripe,train,RB,0.7389397778210876
60,riped_tomato_9.jpeg,ripe,train,GB,0.7363400675047693
60,riped_tomato_9.jpeg,ripe,train,RGB,0.7353185257505492
61,riped_tomato_97.jpeg,ripe,test,R,0.7142214065583988
61,riped_tomato_97.jpeg,ripe,test,G,0.2036271502867049
61,riped_tomato_97.jpeg,ripe,test,B,0.47207004249654394
61,riped_tomato_97.jpeg,ripe,test,RG,0.248583947846532
61,riped_tomato_97.jpeg,ripe,test,RB,0.1968833283979864
61,riped_tomato_97.jpeg,ripe,test,GB,0.16934327502150845
61,riped_tomato_97.jpeg,ripe,test,RGB,0.19568136454364
