repeat,mask_source,strategy,features,threshold,auc,accuracy,sensitivity,specificity,balanced_accuracy,precision,f1,tn,fp,fn,tp
18,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",-1.5668032254379503,0.9722222222222223,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
19,kmeans,Bayes + análisis,"H,G,R",-0.1866182512251715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,kmeans,Bayes + SFS,"H,S,R",0.39708487244280466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,kmeans,PCA + Bayes,"PC1,PC2,PC3",0.42815512243610154,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
19,reference,Bayes + análisis,"a*,S,R",-3.0235524008239043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,reference,Bayes + SFS,H,-8.09750450724471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,reference,PCA + Bayes,"PC1,PC2,PC3",-5.9464853522200585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,kmeans_linear_hue,Bayes + análisis,"a*,R,H",7.014574392207792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,kmeans_linear_hue,Bayes + SFS,"a*,S,B",5.592636400268003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",1.1494862762291311,1.0,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333,1.0,0.8,6,0,2,4
20,kmeans,Bayes + análisis,"a*,G,R",-1.283127132406495,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,kmeans,Bayes + SFS,H,-8.663089252379903,0.9444444444444445,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,kmeans,PCA + Bayes,"PC1,PC2,PC3",-0.6523043076463573,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,reference,Bayes + análisis,"a*,S,R",-4.776405711336569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,reference,Bayes + SFS,H,-17.423871900175648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,reference,PCA + Bayes,"PC1,PC2,PC3",-3.267566451283993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,kmeans_linear_hue,Bayes + análisis,"a*,G,R",-1.283127132406495,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,kmeans_linear_hue,Bayes + SFS,a*,0.49993246746900155,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3",1.1648235058493555,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
21,kmeans,Bayes + análisis,"a*,R,S",-7.482508769676575,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
21,kmeans,Bayes + SFS,H,-5.531008175781114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,kmeans,PCA + Bayes,"PC1,PC2,PC3",-1.9631696947527706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,reference,Bayes + análisis,"a*,R,S",-20.872070188864946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,reference,Bayes + SFS,G,2.697739039438974,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
21,reference,PCA + Bayes,"PC1,PC2,PC3",-12.004473338533337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,kmeans_linear_hue,Bayes + análisis,"a*,R,H",-8.046386266782765,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
21,kmeans_linear_hue,Bayes + SFS,a*,-2.3283164265557694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",1.5215039221465791,1.0,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333,1.0,0.8,6,0,2,4
22,kmeans,Bayes + análisis,"a*,R,S",-4.577281419234558,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,kmeans,Bayes + SFS,H,-5.1020983771971204,0.9444444444444445,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,kmeans,PCA + Bayes,"PC1,PC2,PC3",-1.3232571768114143,0.9444444444444445,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,reference,Bayes + análisis,"a*,R,S",-3.0692842361832327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,reference,Bayes + SFS,H,-8.246702555205427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,reference,PCA + Bayes,"PC1,PC2,PC3",-0.9770443356464442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,kmeans_linear_hue,Bayes + análisis,"a*,R,H",-5.253558328761607,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,kmeans_linear_hue,Bayes + SFS,a*,-0.9812556830917449,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",-0.07608794731042545,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333,1.0,0.8,6,0,2,4
23,kmeans,Bayes + análisis,"H,G,R",-7.446629068073262,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
23,kmeans,Bayes + SFS,H,-6.242765228029814,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
23,kmeans,PCA + Bayes,"PC1,PC2,PC3",-0.10989465582719848,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
23,reference,Bayes + análisis,"a*,R,S",30.744695458355572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,reference,Bayes + SFS,H,0.09249073986127421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,reference,PCA + Bayes,"PC1,PC2,PC3",-1.286220834570023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,kmeans_linear_hue,Bayes + análisis,"a*,R,H",4.111648620991214,0.9166666666666667,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
23,kmeans_linear_hue,Bayes + SFS,a*,1.5370695422031635,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
23,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0.0980295314578763,0.8611111111111112,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333,1.0,0.8,6,0,2,4
24,kmeans,Bayes + análisis,"a*,R,G",-2.1069580192900688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,kmeans,Bayes + SFS,"H,V",-3.3959194325385313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,kmeans,PCA + Bayes,"PC1,PC2,PC3",-1.1513540293596902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,reference,Bayes + análisis,"a*,R,S",-1.8889308157560407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,reference,Bayes + SFS,G,-2.103516250197772,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
24,reference,PCA + Bayes,"PC1,PC2,PC3",-2.6818960470726663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,kmeans_linear_hue,Bayes + análisis,"a*,R,G",-2.1069580192900688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,kmeans_linear_hue,Bayes + SFS,"a*,S,R,B,H",-3.7143299796929607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",1.7879905918154702,0.9722222222222223,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
25,kmeans,Bayes + análisis,"a*,G,R",4.516937331075547,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
25,kmeans,Bayes + SFS,H,-5.683424001349028,0.9166666666666667,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
25,kmeans,PCA + Bayes,"PC1,PC2,PC3",0.8782874086747774,0.8611111111111112,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333,1.0,0.8,6,0,2,4
25,reference,Bayes + análisis,"a*,R,S",6.2123990365704955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
25,reference,Bayes + SFS,H,-7.089965915846907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
25,reference,PCA + Bayes,"PC1,PC2,PC3",-1.1068265991199215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
25,kmeans_linear_hue,Bayes + análisis,"a*,G,R",4.516937331075547,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
25,kmeans_linear_hue,Bayes + SFS,a*,4.980162297230952,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
25,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",-0.22128126421314587,0.8611111111111112,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333,1.0,0.8,6,0,2,4
26,kmeans,Bayes + análisis,"a*,G,R",-0.49051893210751984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
26,kmeans,Bayes + SFS,H,-1.033661605960158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
26,kmeans,PCA + Bayes,"PC1,PC2,PC3",-0.7512597705219748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
26,reference,Bayes + análisis,"a*,R,S",-12.560974121875612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
26,reference,Bayes + SFS,G,3.1675952356302064,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
26,reference,PCA + Bayes,"PC1,PC2,PC3",-7.6774452703869525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
26,kmeans_linear_hue,Bayes + análisis,"a*,G,R",-0.49051893210751984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
26,kmeans_linear_hue,Bayes + SFS,a*,-0.6942136992389409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
26,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3",1.6139741603607853,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
27,kmeans,Bayes + análisis,"H,G,R",-0.013724482864527765,0.9722222222222223,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
27,kmeans,Bayes + SFS,H,1.170774446124474,0.9722222222222223,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
27,kmeans,PCA + Bayes,"PC1,PC2,PC3",-0.1361466709992798,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
27,reference,Bayes + análisis,"a*,R,S",7.557650003138365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
27,reference,Bayes + SFS,H,2.136640316909105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
27,reference,PCA + Bayes,"PC1,PC2,PC3",-4.564701536415864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
27,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0.5931298130321814,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
27,kmeans_linear_hue,Bayes + SFS,a*,1.2430180355487281,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
27,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",2.8496091273046904,0.7500000000000001,0.75,0.6666666666666666,0.8333333333333334,0.75,0.8,0.7272727272727272,5,1,2,4
28,kmeans,Bayes + análisis,"H,G,S",-1.3800508945986234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
28,kmeans,Bayes + SFS,"H,B",-0.5005514898298795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
28,kmeans,PCA + Bayes,"PC1,PC2,PC3",0.9852251566401868,1.0,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333,1.0,0.8,6,0,2,4
28,reference,Bayes + análisis,"a*,S,R",-0.8258792161230168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
28,reference,Bayes + SFS,H,-5.983507514170073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
28,reference,PCA + Bayes,"PC1,PC2,PC3",-2.9931051302696474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
28,kmeans_linear_hue,Bayes + análisis,"a*,S,H",-0.3707025741188499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
28,kmeans_linear_hue,Bayes + SFS,"a*,S,H,B",-0.6194951416508196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
28,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",-1.8590214681550914,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
29,kmeans,Bayes + análisis,"H,G,R",1.2291091510501957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
29,kmeans,Bayes + SFS,"H,S",0.6793152970841132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
29,kmeans,PCA + Bayes,"PC1,PC2,PC3",-0.8158155024456457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
29,reference,Bayes + análisis,"a*,R,S",-36.291898922470914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
29,reference,Bayes + SFS,H,-24.343870323346525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
29,reference,PCA + Bayes,"PC1,PC2,PC3",-3.831846229163032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
29,kmeans_linear_hue,Bayes + análisis,"a*,R,H",2.3046393816080313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
29,kmeans_linear_hue,Bayes + SFS,"a*,S,V",-2.7609447751078364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
29,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",-1.2453835752560556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
