repeat,mask_source,strategy,features,threshold,auc,accuracy,sensitivity,specificity,balanced_accuracy,precision,f1,tn,fp,fn,tp
3,kmeans,Bayes + análisis,"H,G,R",12.567373875867698,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
3,kmeans,Bayes + SFS,H,4.449051803881665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
3,kmeans,PCA + Bayes,"PC1,PC2,PC3",4.150193213013756,1.0,0.75,0.5,1.0,0.75,1.0,0.6666666666666666,6,0,3,3
3,reference,Bayes + análisis,"a*,R,S",24.899593552578878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
3,reference,Bayes + SFS,G,4.033604175171895,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
3,reference,PCA + Bayes,"PC1,PC2,PC3",1.425404895185245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
3,kmeans_linear_hue,Bayes + análisis,"a*,R,H",26.229752829822807,1.0,0.75,0.5,1.0,0.75,1.0,0.6666666666666666,6,0,3,3
3,kmeans_linear_hue,Bayes + SFS,a*,21.553843557112053,1.0,0.75,0.5,1.0,0.75,1.0,0.6666666666666666,6,0,3,3
3,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",2.095261442938351,0.9444444444444444,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333,1.0,0.8,6,0,2,4
4,kmeans,Bayes + análisis,"H,G,R",10.736656812244501,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
4,kmeans,Bayes + SFS,"H,S",1.507870341032148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
4,kmeans,PCA + Bayes,"PC1,PC2,PC3",1.6351911618484487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
4,reference,Bayes + análisis,"H,S,R",9.432780807276227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
4,reference,Bayes + SFS,H,7.0288981102321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
4,reference,PCA + Bayes,"PC1,PC2,PC3",1.0854716602543242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
4,kmeans_linear_hue,Bayes + análisis,"a*,R,S",13.170691068066025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
4,kmeans_linear_hue,Bayes + SFS,"a*,S,V,B,H",5.777126394710085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
4,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0.2014862968707427,0.9444444444444444,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
5,kmeans,Bayes + análisis,"a*,G,R",-0.2608861723045788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
