feature,mean_ripe,std_ripe,mean_unripe,std_unripe,cohen_d,auc_univariate,direction
R,187.1962934795179,30.164489509137304,144.03421559053308,20.442144805493708,1.6571898465965096,0.894736842105263,mayor en maduro
G,102.34175250404759,46.24166745326098,167.90068682502297,24.92465919255317,-1.737073824213793,0.8823529411764706,mayor en inmaduro
B,69.40967007687217,41.19086267904298,81.16729287540211,26.84436922079335,-0.33424984984973594,0.6346749226006192,mayor en inmaduro
H,19.099875864229706,16.213216571415142,79.83464723474839,13.29532604884331,-4.073046294924938,0.9814241486068112,mayor en inmaduro
S,0.6498872245612898,0.17880452303361474,0.5447984705953037,0.13466210272310666,0.6586152355640128,0.6965944272445821,mayor en maduro
V,0.750718289300015,0.11576170386779656,0.6669017988092759,0.08835911466702716,0.8077008592802304,0.7554179566563467,mayor en maduro
a*,29.076848456734105,19.434428430817807,-20.702481550328873,7.516165134773955,3.3073078864658076,0.956656346749226,mayor en maduro
b*,35.561881717882656,12.27988199553128,40.01018411972944,10.880784294626492,-0.38207628177193553,0.6253869969040248,mayor en inmaduro
