feature,mean_ripe,std_ripe,mean_unripe,std_unripe,cohen_d,auc_univariate,direction
R,186.8900829114412,30.34243823460057,143.9316136977252,20.316501292830647,1.645386789671704,0.8885448916408669,mayor en maduro
G,102.23718914232757,45.978331904481955,167.7835365744198,24.856844046677278,-1.7456144136531087,0.8854489164086687,mayor en inmaduro
B,69.06725893522564,41.39620484873527,81.27474302404067,26.9356014813544,-0.3454665968995578,0.6408668730650154,mayor en inmaduro
H,19.172666552819702,16.391602025884193,79.9645019980038,13.330837821948395,-4.044943921260249,0.9814241486068112,mayor en inmaduro
S,0.6510658326901888,0.17968505970507767,0.5440606948207406,0.13545890228225502,0.6671183832455313,0.6965944272445821,mayor en maduro
V,0.7497858561967549,0.1156419355077524,0.6664731677840737,0.08813289497817683,0.8040962103190467,0.7554179566563467,mayor en maduro
a*,28.978929670233477,19.536533967297782,-20.673288513632382,7.535436923789492,3.2826510489482854,0.956656346749226,mayor en maduro
b*,35.63143067610891,12.428193345864655,39.91393167832319,10.924346270806652,-0.3646384733050107,0.6160990712074303,mayor en inmaduro
