repeat,combination,postprocess,mask_source,strategy,features,corrected,introduced,threshold,auc,accuracy,sensitivity,specificity,balanced_accuracy,precision,f1,tn,fp,fn,tp
5,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,2,20.330671831807834,1.0,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333,1.0,0.8,6,0,2,4
5,RB,True,kmeans_linear_hue,Bayes + SFS,a*,0,0,0.04858411950964436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
5,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,1,1.8181819097533456,0.9722222222222223,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
6,RB,True,kmeans,Bayes + análisis,"H,G,S",0,0,-2.3271976170090314,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
6,RB,True,kmeans,Bayes + SFS,"H,B",0,0,0.18399784585733858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
6,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.8138812837619032,1.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333333,0.75,0.8571428571428571,4,2,0,6
6,RB,True,reference_test_swap,Bayes + análisis,"H,G,S",1,0,-2.3271976170090314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
6,RB,True,reference_test_swap,Bayes + SFS,"H,B",0,0,0.18399784585733858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
6,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",1,0,-1.8138812837619032,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
6,RB,True,reference_fixed,Bayes + análisis,"H,G,S",1,0,-5.886926999931401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
6,RB,True,reference_fixed,Bayes + SFS,"H,B",0,0,-3.897681692623121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
6,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",2,0,-4.686868121789486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
6,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",1,0,-2.874012840112483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
6,RB,True,reference_redesign,Bayes + SFS,G,0,2,-1.744377099718899,1.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333333,0.75,0.8571428571428571,4,2,0,6
6,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",2,0,-4.686868121789486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
6,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,S,H",1,1,0.3283213288414837,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
6,RB,True,kmeans_linear_hue,Bayes + SFS,"G,S,a*,B",0,3,-3.8440207371189388,0.9444444444444445,0.75,1.0,0.5,0.75,0.6666666666666666,0.8,3,3,0,6
6,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3",2,0,0.027840075059730296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,kmeans,Bayes + análisis,"H,G,R",0,0,2.8164058088076755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,kmeans,Bayes + SFS,"H,S,B",0,0,0.7903152556951984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,0.32568232787584606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,reference_test_swap,Bayes + análisis,"H,G,R",0,0,2.8164058088076755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,reference_test_swap,Bayes + SFS,"H,S,B",0,0,0.7903152556951984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",0,0,0.32568232787584606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,reference_fixed,Bayes + análisis,"H,G,R",0,0,-3.3077483293744425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,reference_fixed,Bayes + SFS,"H,S,B",0,0,-1.381942970432175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",0,0,-3.265385952807017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",0,0,1.8072693196628986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,reference_redesign,Bayes + SFS,H,0,0,-0.9005338444035047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",0,0,-3.265385952807017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,0,11.076296922905984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,kmeans_linear_hue,Bayes + SFS,"a*,S,B",0,0,2.540023034776463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
7,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,0,-0.17697100826715229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
8,RB,True,kmeans,Bayes + análisis,"H,S,R",0,0,1.566238392861906,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
8,RB,True,kmeans,Bayes + SFS,"H,B,V,S,R",0,0,1.0908721650838684,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
8,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.3239773172612033,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
8,RB,True,reference_test_swap,Bayes + análisis,"H,S,R",1,0,1.566238392861906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
8,RB,True,reference_test_swap,Bayes + SFS,"H,B,V,S,R",0,0,1.0908721650838684,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
8,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.3239773172612033,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
8,RB,True,reference_fixed,Bayes + análisis,"H,S,R",1,0,3.929334321718658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
8,RB,True,reference_fixed,Bayes + SFS,"H,B,V,S,R",1,0,4.54446706632941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
8,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",1,0,-4.604132224590752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
8,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",1,0,24.358613183642355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
8,RB,True,reference_redesign,Bayes + SFS,H,1,0,2.2802237120436324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
8,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",1,0,-4.604132224590752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
8,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,H,S",1,0,5.430926746596445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
8,RB,True,kmeans_linear_hue,Bayes + SFS,"a*,S,B",1,0,2.9435490187062117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
8,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3",0,1,-1.82505377854593,0.9722222222222223,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,1,1,5
9,RB,True,kmeans,Bayes + análisis,"a*,R,S",0,0,-1.0868219896961628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
9,RB,True,kmeans,Bayes + SFS,"H,S,V",0,0,-1.1124330958073845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
9,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.3292512068356497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
9,RB,True,reference_test_swap,Bayes + análisis,"a*,R,S",0,0,-1.0868219896961628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
9,RB,True,reference_test_swap,Bayes + SFS,"H,S,V",0,0,-1.1124330958073845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
9,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",0,1,-1.3292512068356497,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
9,RB,True,reference_fixed,Bayes + análisis,"a*,R,S",0,0,-35.499898389654064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
